Linked Issue Type,Issue Sub-Type,Issue key,Issue Tasks,Assignee,Reporter,Created,Resolved,Priority,Status,Downtime started,Category,Downtime,Downtime Ended,Days,Resolved Hours,Downtime Hours,Cost Impact,Downtime Percentage,City,Region,Country,Linked Remedy
Incident,Incident,TEI-89,TEI Incident,MEDAPATI SRI SAI MADHAV REDDY,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,High,Resolved,19-10-2022 17:15,Database,Yes,21-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023520489
Incident,Task,TEI-90,TEI Project,KURAPATI VENKATA KRISHNA GOPINADH,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,High,Resolved,19-10-2022 17:15,Deployement,Yes,21-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023520502
Incident,Task,TEI-91,TEI Project,VENKATA KIRAN PONNA,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,High,Resolved,19-10-2022 17:15,Software,Yes,21-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023520613
Incident,Incident,TEI-92,TEI Incident,MUTHU KRISHNAN B,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Low,Resolved,19-10-2022 17:15,Network,Yes,21-10-2022 17:15,2,48,16,"₹ 1,920",50,London,Europe & Eurasia,United Kingdom,INC000023520659
Incident,Incident,TEI-93,TEI Incident,PRAMIT KUMAR MOHANTY,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Low,Resolved,19-10-2022 17:15,Network,Yes,21-10-2022 17:15,2,48,16,"₹ 1,920",50,Jaipur,Asia Pacific,India,INC000023521591
Incident,Incident,TEI-94,TEI Incident,LOGESH M,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,19-10-2022 17:15,Network,Yes,21-10-2022 17:15,2,48,16,"₹ 1,920",50,Jaipur,Asia Pacific,India,INC000023522501
Incident,Incident,TEI-95,TEI Incident,Jeevandeep Brahma,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,19-10-2022 17:15,Network,Yes,21-10-2022 17:15,2,48,16,"₹ 1,920",50,Pune,Asia Pacific,India,INC000023522949
Incident,Incident,TEI-96,TEI Incident,Sarath E J,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,19-10-2022 17:15,Configuration,Yes,26-10-2022 17:15,2,48,16,"₹ 1,920",50,London,Europe & Eurasia,United Kingdom,INC000023523018
Incident,Task,TEI-97,TEI Project,Nagarajan Senthilkumar,Divya Kurian,19-10-2022 17:15,24-10-2022 17:15,Medium,Resolved,19-10-2022 17:15,Hardware,Yes,26-10-2022 17:15,5,120,16,"₹ 1,920",15,Jaipur,Asia Pacific,India,INC000023523029
Incident,Task,TEI-98,TEI Project,GOURAB BANIK,Divya Kurian,19-10-2022 17:15,24-10-2022 17:15,Medium,Resolved,19-10-2022 17:15,Configuration,Yes,20-10-2022 17:15,5,120,16,"₹ 1,920",15,Delhi,Asia Pacific,India,INC000023523040
Incident,Task,TEI-99,TEI Project,RAJARSHI GUIN,Divya Kurian,19-10-2022 17:15,24-10-2022 17:15,Medium,Resolved,19-10-2022 17:15,Application,Yes,20-10-2022 17:15,5,120,24,"₹ 2,880",25,Kochi,Asia Pacific,India,INC000023523041
Incident,Employee,JML-12,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,19-10-2022 17:15,24-10-2022 17:15,Low,Done,20-10-2022 11:10,Application,Yes,22-10-2022 11:10,5,120,24,"₹ 2,880",25,Jaipur,Asia Pacific,India,INC000023571131
Incident,Task,TEI-100,TEI Project,DWAIPAYAN SHAOO,Divya Kurian,19-10-2022 17:15,24-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,21-10-2022 17:15,5,120,24,"₹ 2,880",25,Cambridge,Europe & Eurasia,United Kingdom,INC000023523042
Incident,Task,TEI-101,TEI Project,BADHE KUNAL RAVINDRA ,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Database,Yes,21-10-2022 17:15,2,48,24,"₹ 2,880",100,Delhi,Asia Pacific,India,INC000023523043
Incident,Task,TEI-102,TEI Project,CHANDAN MOHANTY ,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Deployement,Yes,21-10-2022 17:15,2,48,40,"₹ 4,800",500,Delhi,Asia Pacific,India,INC000023523044
Incident,Incident,TEI-103,TEI Incident,S THOWSIF KHADHAR ,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Software,Yes,22-10-2022 17:15,2,48,8,₹ 960,20,Delhi,Asia Pacific,India,INC000023523045
Incident,Incident,TEI-104,TEI Incident,Michealraj G,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,2,48,8,₹ 960,20,Cambridge,Europe & Eurasia,United Kingdom,INC000023523489
Incident,Incident,TEI-105,TEI Incident,N Harini,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,2,48,8,₹ 960,20,Delhi,Asia Pacific,India,INC000023523532
Incident,Incident,TEI-106,TEI Incident,Meghana R,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Low,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,2,48,8,₹ 960,20,Chennai,Asia Pacific,India,INC000023523831
Incident,Incident,TEI-107,TEI Incident,SAMBARAPU BHARGAVI,Divya Kurian,19-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,2,48,8,₹ 960,20,Chennai,Asia Pacific,India,INC000023524139
Incident,Incident,TEI-108,TEI Incident,SRI DEVI MEENAKSHI V,Divya Kurian,19-10-2022 17:15,26-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,7,168,8,₹ 960,5,Cambridge,Europe & Eurasia,United Kingdom,INC000023524268
Incident,Incident,TEI-109,TEI Incident,APURVA SHARMA,Divya Kurian,19-10-2022 17:15,26-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,7,168,8,₹ 960,5,Chennai,Asia Pacific,India,INC000023524491
Incident,Incident,TEI-110,TEI Incident,Ajit Kumar Singh,Divya Kurian,19-10-2022 17:15,20-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,1,24,8,₹ 960,50,Chennai,Asia Pacific,India,INC000023524508
Incident,Incident,TEI-111,TEI Incident,Shantanu Ghosh,Divya Kurian,19-10-2022 17:15,20-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Network,Yes,22-10-2022 17:15,1,24,8,₹ 960,50,Cambridge,Europe & Eurasia,United Kingdom,INC000023524756
Incident,Incident,TEI-112,TEI Incident,Ayush Gupta,Divya Kurian,20-10-2022 11:10,22-10-2022 11:10,Medium,Resolved,20-10-2022 17:15,Configuration,Yes,22-10-2022 17:15,2,48,3,₹ 360,7,Chennai,Asia Pacific,India,INC000023524882
Incident,Incident,TEI-113,TEI Incident,MANIKANDAN S,Divya Kurian,20-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Configuration,Yes,22-10-2022 17:15,1,24,8,₹ 960,50,Chennai,Asia Pacific,India,INC000023524953
Incident,Incident,TEI-114,TEI Incident,SAMIRAJA M,Divya Kurian,20-10-2022 17:15,21-10-2022 17:15,Medium,Resolved,20-10-2022 17:15,Configuration,Yes,22-10-2022 17:15,1,24,8,₹ 960,50,Chennai,Asia Pacific,India,INC000023525425
Incident,Incident,TEI-115,TEI Incident,SULAKASHNA DEVI K,Divya Kurian,20-10-2022 17:15,21-10-2022 17:15,High,Resolved,20-10-2022 17:15,Application,Yes,22-10-2022 17:15,1,24,8,₹ 960,50,Cambridge,Europe & Eurasia,United Kingdom,INC000023525490
Incident,Incident,TEI-116,TEI Incident,GAYATHRI U,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,20-10-2022 17:15,Application,Yes,22-10-2022 17:15,2,48,8,₹ 960,20,Delhi,Asia Pacific,India,INC000023525751
Incident,Employee,JML-13,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,20-10-2022 17:15,22-10-2022 17:15,Low,Done,21-10-2022 11:10,Hardware,Yes,23-10-2022 11:10,2,48,8,₹ 960,20,Cambridge,Europe & Eurasia,United Kingdom,INC000023571423
Incident,Incident,TEI-117,TEI Incident,GOPIREDDY AMULYA,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,21-10-2022 17:15,Configuration,Yes,26-10-2022 17:15,2,48,8,₹ 960,20,Pune,Asia Pacific,India,INC000023525890
Incident,Incident,TEI-118,TEI Incident,ALAGAPPAN RAMASAMY,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,21-10-2022 17:15,Hardware,Yes,26-10-2022 17:15,2,48,8,₹ 960,20,Delhi,Asia Pacific,India,INC000023526078
Incident,Incident,TEI-119,TEI Incident,Biswajit Mohanty,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,21-10-2022 17:15,Configuration,Yes,26-10-2022 17:15,2,48,3,₹ 360,7,Cambridge,Europe & Eurasia,United Kingdom,INC000023526286
Incident,Incident,TEI-120,TEI Incident,SIVA SATISH BODDU,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,21-10-2022 17:15,Application,Yes,26-10-2022 17:15,2,48,3,₹ 360,7,Delhi,Asia Pacific,India,INC000023526320
Incident,Incident,TEI-121,TEI Incident,DEBAPRIYA DUTTA,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,Medium,Resolved,21-10-2022 17:15,Network,Yes,26-10-2022 17:15,2,48,3,₹ 360,7,Kochi,Asia Pacific,India,INC000023526459
Incident,Incident,TEI-122,TEI Incident,Tanmoy Ghosh,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,Medium,Resolved,21-10-2022 17:15,Database,Yes,31-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023526460
Incident,Incident,TEI-123,TEI Incident,Arijit Guha Biswas,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,Medium,Resolved,21-10-2022 17:15,Deployement,Yes,23-10-2022 17:15,2,48,8,₹ 960,20,Cambridge,Europe & Eurasia,United Kingdom,INC000023526461
Incident,Incident,TEI-124,TEI Incident,Arya Banerjee,Divya Kurian,20-10-2022 17:15,22-10-2022 17:15,Medium,Resolved,21-10-2022 17:15,Software,Yes,23-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023526619
Incident,Incident,TEI-125,TEI Incident,ANKUR SHARMA,DIVYA SUSAN KURIAN,20-10-2022 17:15,22-10-2022 17:15,Medium,Resolved,21-10-2022 17:15,Application,Yes,23-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023526729
Incident,Incident,TEI-126,TEI Incident,PRATEEK SACHAN,DIVYA SUSAN KURIAN,20-10-2022 17:15,22-10-2022 17:15,Medium,Resolved,21-10-2022 17:15,Application,Yes,23-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023526776
Incident,Incident,TEI-127,TEI Incident,A.ARCHANA,DIVYA SUSAN KURIAN,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,21-10-2022 17:15,Application,Yes,23-10-2022 17:15,2,48,8,₹ 960,20,Cambridge,Europe & Eurasia,United Kingdom,INC000023526822
Incident,Incident,TEI-128,TEI Incident,SUSHMA S,DIVYA SUSAN KURIAN,20-10-2022 17:15,22-10-2022 17:15,High,Resolved,21-10-2022 17:15,Configuration,Yes,25-10-2022 17:15,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023526823
Incident,Incident,TEI-129,TEI Incident,R ROHAN,DIVYA SUSAN KURIAN,21-10-2022 11:10,23-10-2022 11:10,High,Resolved,21-10-2022 17:15,Hardware,Yes,25-10-2022 17:15,2,48,3,₹ 360,7,Pune,Asia Pacific,India,INC000023526824
Incident,Incident,TEI-130,TEI Incident,KARTHIKEYAN S,DIVYA SUSAN KURIAN,21-10-2022 17:15,26-10-2022 17:15,High,Resolved,21-10-2022 17:15,Configuration,Yes,25-10-2022 17:15,5,120,8,₹ 960,7,Pune,Asia Pacific,India,INC000023526825
Incident,Incident,TEI-131,TEI Incident,PRIYADHARSHINI S,DIVYA SUSAN KURIAN,21-10-2022 17:15,26-10-2022 17:15,High,Resolved,21-10-2022 17:15,Application,Yes,25-10-2022 17:15,5,120,40,"₹ 4,800",50,Cambridge,Europe & Eurasia,United Kingdom,INC000023526826
Incident,Incident,TEI-132,TEI Incident,SOWJANYA A N,DIVYA SUSAN KURIAN,21-10-2022 17:15,26-10-2022 17:15,High,Resolved,21-10-2022 17:15,Network,Yes,25-10-2022 17:15,5,120,40,"₹ 4,800",50,Jaipur,Asia Pacific,India,INC000023527134
Incident,Incident,TEI-133,TEI Incident,MASOOD AHMED,DIVYA SUSAN KURIAN,21-10-2022 17:15,26-10-2022 17:15,High,Resolved,21-10-2022 17:15,Database,Yes,25-10-2022 17:15,5,120,8,₹ 960,7,Chennai,Asia Pacific,India,INC000023527179
Incident,Incident,TEI-134,TEI Incident,NAVANEETHA KRISHNAN S,DIVYA SUSAN KURIAN,21-10-2022 17:15,26-10-2022 17:15,High,Resolved,21-10-2022 17:15,Deployement,Yes,23-10-2022 17:15,5,120,8,₹ 960,7,Cambridge,Europe & Eurasia,United Kingdom,INC000023527430
Incident,Incident,TEI-135,TEI Incident,GOVINDARAJAN M,DIVYA SUSAN KURIAN,21-10-2022 17:15,31-10-2022 17:15,High,Resolved,21-10-2022 17:15,Software,Yes,23-10-2022 17:15,10,240,8,₹ 960,3,Chennai,Asia Pacific,India,INC000023528083
Incident,Employee,JML-14,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,21-10-2022 17:15,23-10-2022 17:15,Low,Done,22-10-2022 11:10,Network,Yes,24-10-2022 11:10,2,48,8,₹ 960,20,Pune,Asia Pacific,India,INC000023571481
Incident,Employee,JML-15,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,21-10-2022 17:15,23-10-2022 17:15,Low,Done,23-10-2022 11:10,Database,Yes,25-10-2022 11:10,2,48,8,₹ 960,20,Jaipur,Asia Pacific,India,INC000023571610
Incident,Incident,TEI-136,TEI Incident,KOTEESWARAN T,DIVYA SUSAN KURIAN,21-10-2022 17:15,23-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Network,Yes,26-10-2022 17:15,2,48,8,₹ 960,20,Chennai,Asia Pacific,India,INC000023528214
Incident,Incident,TEI-137,TEI Incident,SANTANU MANNA,DIVYA SUSAN KURIAN,21-10-2022 17:15,23-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Network,Yes,26-10-2022 17:15,2,48,8,₹ 960,20,Chennai,Asia Pacific,India,INC000023528247
Incident,Incident,TEI-138,TEI Incident,MD MANZAR IMAM NOORI,DIVYA SUSAN KURIAN,21-10-2022 17:15,23-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Network,Yes,26-10-2022 17:15,2,48,8,₹ 960,20,Cambridge,Europe & Eurasia,United Kingdom,INC000023528268
Incident,Incident,TEI-139,TEI Incident,SHIVANI SRIVASTAVA,DIVYA SUSAN KURIAN,21-10-2022 17:15,25-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Network,Yes,26-10-2022 17:15,4,96,24,"₹ 2,880",33,Chennai,Asia Pacific,India,INC000023528344
Incident,Incident,TEI-140,TEI Incident,BHARAT KUNDAPUR,DIVYA SUSAN KURIAN,21-10-2022 17:15,25-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Network,Yes,26-10-2022 17:15,4,96,24,"₹ 2,880",33,Chennai,Asia Pacific,India,INC000023528377
Incident,Incident,TEI-141,TEI Incident,KALIDINDI SHIVA DURGA PRASAD,DIVYA SUSAN KURIAN,21-10-2022 17:15,25-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Application,Yes,26-10-2022 17:15,4,96,24,"₹ 2,880",33,Jaipur,Asia Pacific,India,INC000023528383
Incident,Incident,TEI-142,TEI Incident,SAI VINAY MOHAN VEMA,DIVYA SUSAN KURIAN,21-10-2022 17:15,25-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Application,Yes,26-10-2022 17:15,4,96,24,"₹ 2,880",33,London,Europe & Eurasia,United Kingdom,INC000023528386
Incident,Incident,TEI-143,TEI Incident,BHOSALE TANVI NARENDRA NILAMBARI,DIVYA SUSAN KURIAN,21-10-2022 17:15,25-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Application,Yes,26-10-2022 17:15,4,96,24,"₹ 2,880",33,Kochi,Asia Pacific,India,INC000023528388
Incident,Incident,TEI-144,TEI Incident,PANDEY PRATEEK UMAKANT JAYA,DIVYA SUSAN KURIAN,21-10-2022 17:15,25-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Application,Yes,26-10-2022 17:15,4,96,24,"₹ 2,880",33,Jaipur,Asia Pacific,India,INC000023528395
Incident,Incident,TEI-145,TEI Incident,SHETH PRANAV JAYESH,DIVYA SUSAN KURIAN,21-10-2022 17:15,23-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Configuration,Yes,26-10-2022 17:15,2,48,24,"₹ 2,880",100,Jaipur,Asia Pacific,India,INC000023528404
Incident,Incident,TEI-146,TEI Incident,Vinaya K,Divya Kurian,21-10-2022 17:15,23-10-2022 17:15,Low,Resolved,24-10-2022 17:15,Configuration,Yes,14-11-2022 17:15,2,48,24,"₹ 2,880",100,London,Europe & Eurasia,United Kingdom,INC000023528432
Incident,Incident,TEI-147,TEI Incident,R Balaji,Divya Kurian,22-10-2022 11:10,24-10-2022 11:10,High,Resolved,24-10-2022 17:15,Hardware,Yes,27-10-2022 17:15,2,48,3,₹ 360,7,Jaipur,Asia Pacific,India,INC000023528438
Incident,Incident,TEI-148,TEI Incident,Muthuraja M,Divya Kurian,23-10-2022 11:10,25-10-2022 11:10,High,Resolved,24-10-2022 17:15,Configuration,Yes,27-10-2022 17:15,2,48,3,₹ 360,7,Pune,Asia Pacific,India,INC000023528518
Incident,Incident,TEI-149,TEI Incident,Sivakumar N.S,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,24-10-2022 17:15,Application,Yes,27-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528596
Incident,Incident,TEI-150,TEI Incident,Suraj S,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,24-10-2022 17:15,Network,Yes,27-10-2022 17:15,2,48,24,"₹ 2,880",100,London,Europe & Eurasia,United Kingdom,INC000023528658
Incident,Incident,TEI-151,TEI Incident,Binsu Elizabeth Varghese,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,24-10-2022 17:15,Database,Yes,27-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528662
Incident,Incident,TEI-152,TEI Incident,Govardhan,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,24-10-2022 17:15,Deployement,Yes,27-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528797
Incident,Incident,TEI-153,TEI Incident,Raja Pavan Kumar,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,24-10-2022 17:15,Software,Yes,27-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528807
Incident,Incident,TEI-154,TEI Incident,Deva Sanampudi,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,24-10-2022 17:15,Configuration,Yes,27-10-2022 17:15,2,48,24,"₹ 2,880",100,London,Europe & Eurasia,United Kingdom,INC000023528812
Incident,Incident,TEI-155,TEI Incident,Dibyendu Guha Roy,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Hardware,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528834
Incident,Incident,TEI-156,TEI Incident,Ashwini Kumar Saurabh,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,25-10-2022 17:15,Configuration,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528846
Incident,Incident,TEI-157,TEI Incident,Suman Kumar Biswas,Divya Kurian,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,25-10-2022 17:15,Application,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,London,Europe & Eurasia,United Kingdom,INC000023528847
Incident,Incident,TEI-158,TEI Incident,ARANYA RAY,DIVYA SUSAN KURIAN,24-10-2022 17:15,26-10-2022 17:15,High,Resolved,25-10-2022 17:15,Network,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023528850
Incident,Incident,TEI-159,TEI Incident,KOLLURU SAI MALYADRI KARTHIK,DIVYA SUSAN KURIAN,24-10-2022 17:15,14-11-2022 17:15,High,Resolved,25-10-2022 17:15,Database,Yes,27-10-2022 17:15,21,504,24,"₹ 2,880",5,Jaipur,Asia Pacific,India,INC000023528881
Incident,Incident,TEI-160,TEI Incident,SARANYA N,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,High,Resolved,25-10-2022 17:15,Deployement,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023528885
Incident,Incident,TEI-161,TEI Incident,VELSAMY S,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,High,Resolved,25-10-2022 17:15,Software,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,London,Europe & Eurasia,United Kingdom,INC000023528907
Incident,Incident,TEI-162,TEI Incident,PALLAVI PAVITHRA S,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,High,Resolved,25-10-2022 17:15,Network,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023528934
Incident,Incident,TEI-163,TEI Incident,KUMARASHANKAR P,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,High,Resolved,25-10-2022 17:15,Network,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023528935
Incident,Incident,TEI-164,TEI Incident,SHIGWAN DIPTESH MANOHAR MANALI,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,High,Resolved,25-10-2022 17:15,Network,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023528951
Incident,Incident,TEI-165,TEI Incident,RAJ KISHOR,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Network,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Cambridge,Europe & Eurasia,United Kingdom,INC000023528969
Incident,Incident,TEI-166,TEI Incident,LOKESH CHANDNA,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Network,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Kochi,Asia Pacific,India,INC000023528970
Incident,Incident,TEI-167,TEI Incident,ARUN KUMAR K,DIVYA SUSAN KURIAN,24-10-2022 17:15,27-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Network,Yes,27-10-2022 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023528975
Incident,Incident,TEI-168,TEI Incident,R GANESH KUMAR,DIVYA SUSAN KURIAN,25-10-2022 17:15,28-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Configuration,Yes,09-11-2022 17:15,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023529002
Incident,Incident,TEI-169,TEI Incident,KALIKI MOKSHAGNA,DIVYA SUSAN KURIAN,25-10-2022 17:15,28-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Hardware,Yes,09-11-2022 17:15,3,72,24,"₹ 2,880",50,Cambridge,Europe & Eurasia,United Kingdom,INC000023529009
Incident,Incident,TEI-170,TEI Incident,Shehza Fathima,Divya Kurian,25-10-2022 17:15,28-10-2022 17:15,Low,Resolved,25-10-2022 17:15,Configuration,Yes,09-11-2022 17:15,3,72,24,"₹ 2,880",50,Pune,Asia Pacific,India,INC000023529010
Incident,Employee,JML-16,Joiner,Divya Kurian,DIVYA SUSAN KURIAN,25-10-2022 17:15,28-10-2022 17:15,Low,Done,26-10-2022 11:10,Deployement,Yes,28-10-2022 11:10,3,72,24,"₹ 2,880",50,Jaipur,Asia Pacific,India,INC000023571831
Incident,Incident,TEI-171,TEI Incident,Nithin Krishnan,Divya Kurian,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Application,Yes,10-11-2022 17:15,2,48,24,"₹ 2,880",100,Jaipur,Asia Pacific,India,INC000023529023
Incident,Incident,TEI-172,TEI Incident,Jinju Nankandiyil,Divya Kurian,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Network,Yes,10-11-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023529024
Incident,Incident,TEI-173,TEI Incident,JATINDER KUMAR CHAURASIA,DIVYA SUSAN KURIAN,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Database,Yes,10-11-2022 17:15,2,48,24,"₹ 2,880",100,Cambridge,Europe & Eurasia,United Kingdom,INC000023529025
Incident,Incident,TEI-174,TEI Incident,RAHUL NARESHRAO SHASTRI,DIVYA SUSAN KURIAN,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Deployement,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023529031
Incident,Incident,TEI-175,TEI Incident,SWAPNIL TIWARI,DIVYA SUSAN KURIAN,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Software,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023529049
Incident,Incident,TEI-176,TEI Incident,SRIVATSA S,DIVYA SUSAN KURIAN,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Network,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023529058
Incident,Incident,TEI-177,TEI Incident,SAILASUTA PANDA,DIVYA SUSAN KURIAN,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Network,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,London,Europe & Eurasia,United Kingdom,INC000023529059
Incident,Incident,TEI-178,TEI Incident,SHABINU AKRAM S,DIVYA SUSAN KURIAN,25-10-2022 17:15,27-10-2022 17:15,Low,Resolved,26-10-2022 17:15,Configuration,Yes,28-10-2022 17:15,2,48,24,"₹ 2,880",100,Chennai,Asia Pacific,India,INC000023529302
